Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-3885.228	-4146.444	261.2168	0.7339227	0.43957	0.348821	0.203311	0.00829814	1.704718	2.211267
6	-3878.302	-4139.732	261.4308	0.5152516	0.453064	0.334084	0.204505	0.00834685	1.669027	2.244002
12	-3878.279	-4139.465	261.186	0.4517034	0.316667	0.418007	0.255877	0.00944925	1.675416	2.435151
18	-3883.367	-4144.138	260.7706	0.584998	0.32664	0.431172	0.162193	0.0799947	1.549487	2.688335
24	-3885.072	-4146.595	261.5229	0.6714877	0.401097	0.302939	0.220931	0.0750327	1.795361	1.994349
30	-3881.223	-4142.708	261.4849	0.727636	0.457884	0.300063	0.142798	0.0992549	1.773843	1.994349
36	-3883.55	-4144.617	261.0666	0.6617418	0.409131	0.293366	0.246486	0.0510164	1.686559	2.367889
42	-3877.933	-4139.167	261.2341	0.6124309	0.486863	0.213665	0.208082	0.0913893	1.65783	2.312769
48	-3896.402	-4157.254	260.852	0.7183611	0.381274	0.273651	0.21858	0.126495	1.753291	2.423413
54	-3893.811	-4155.114	261.3022	0.8047455	0.38001	0.277317	0.217855	0.124818	1.741683	2.082907
60	-3885.774	-4147.308	261.5345	0.8751963	0.437728	0.2515	0.197574	0.113198	1.7921	1.844
66	-3896.74	-4158.287	261.5475	0.6444611	0.496507	0.261323	0.188358	0.0538118	1.784766	2.004061
72	-3878.336	-4140.133	261.7971	0.519364	0.481694	0.253526	0.182739	0.0820417	1.748586	1.948408
78	-3882.101	-4143.824	261.7226	0.5701247	0.418441	0.220235	0.290055	0.0712686	1.767844	1.950495
84	-3876.767	-4138.136	261.3685	0.7232051	0.467474	0.207633	0.204315	0.120578	1.767522	2.078767
90	-3872.097	-4133.305	261.207	0.7122891	0.44038	0.261105	0.286927	0.0115873	1.816467	2.159981
96	-3883.222	-4144.996	261.7743	0.7663226	0.40282	0.317685	0.262455	0.0170395	1.881556	1.693658
102	-3895.19	-4157.207	262.0162	0.6218852	0.335945	0.389856	0.267584	0.00661517	1.867121	1.640314
108	-3896.754	-4159.123	262.3685	0.426663	0.44488	0.36721	0.181679	0.00623091	1.877115	1.518362
114	-3894.093	-4155.585	261.4923	0.6402527	0.433411	0.354771	0.188435	0.0233827	1.829683	2.013895
120	-3883.999	-4145.617	261.6178	0.6957277	0.397495	0.275823	0.308504	0.0181793	1.880542	1.855326
